publish_date,headline_text
20030222,oil price hikes may weigh on rates decision
20030222,one killed after us fuel barge explodes
20030222,pair missing after us fuel barge explodes
20030222,pearson routs aussie women
20030222,petrol price hike compared to interest rate rise
20030222,police coming off the beat oppn claims
20030222,police investigate muswellbrook death
20030222,police treat hunter valley death as murder
20030222,powell leaves japan talks now for china
20030222,powell starts asian tour for north korea talks
20030222,proteas demolish bangladesh
20030222,protesters afloat deliver peace message to pm
20030222,public less concerned with environment statistics
20030222,qld takes gong in aust tourism awards
20030222,rain brings relief for act farmers
20030222,rain falls on drought ravaged eastern states
20030222,recoba handed three match champions ban
20030222,results of first aids vaccine trial to be released
20030222,robo deer takes bullet for justice
20030222,roddick heads all us semis in memphis
20030222,saddam ponders un edict to scrap missiles
20030222,sad note as esteemed music educator dies
20030222,sa govt blocks glenelg high rise apartments
20030222,sampras withdraws from arizona replaced by hewitt
20030222,sa police closing in on schoolgirl killer
20030222,seaman rested for maine road visit
20030222,searchers fear 18 dead after china ferry sinks
20030222,selectors to announce warne replacement soon
20030222,seles to face henin hardenne in dubai final
20030222,shop owner on trial accused over bali bomb
20030222,s korea subway staff face kill charges over fire
20030222,smigun takes out nordic skiing world championship
20030222,st helens win super league season opener
20030222,stormers slaughter sharks
20030222,stuttle family welcomes travel offer
20030222,sunrace heads into gloomy final day
20030222,sun shines on rmit entry in eco car race
20030222,taipans stay alive cannons dodge bullets
20030222,tas relay to raise money for cancer council
20030222,teenagers stabbed in cbd fight
20030222,toll rises in us club fire
20030222,turkey poised for iraq deal with us
20030222,two killed in wa motorbike collision
20030222,uk warns of final phase in iraq stand off
20030222,ulster militants declare ceasefire
20030222,us authorities confirm 95 killed in club fire
20030222,us duo ensures all american semi finals
20030222,us nightclub fire death toll hits 39
20030222,us prosecutors win slave labour case in samoa
20030222,us stocks rise following positive iraqi comments
20030222,vic govt calls for volunteers in state clean up
20030222,wa opp says police will be taken off the beat
20030222,warne to appeal 12 month ban
20030222,weather change saves white beach shacks
20030222,woods remains in the hunt
20030222,worker electrocuted during piggery repairs
20030223,accused people smuggler to face darwin court
20030223,act will struggle with public housing demand mla
20030223,alice forum to discuss indigenous education issues
20030223,alinghi fuming at another cancellation
20030223,at least 14 die as bus tumbles into greece river
20030223,aussies arrive in zimbabwe
20030223,barca deportivo real shine in spain
20030223,bayern open 10 point gap
20030223,bevan not frustrated by lack of opportunities
20030223,blair puts case on iraq to pope
20030223,bradman baggy green expected to fetch 200000
20030223,britain to rally support for new un resolution on
20030223,brown claims french landing site could be tassies
20030223,butchers defended over beef prices
20030223,calls for peaceful iraqi resolution
20030223,cambodian pm denies political emergency
20030223,carpark shooting sparks adelaide manhunt
20030223,carr plans 200m anti drug campaign
20030223,cat lovers march for romes sacred strays
20030223,cats claw dogs
20030223,cats claw dogs pies swoop on blues
20030223,coalition launches ads ahead of election
20030223,colombian rebels demand rescuers back off
20030223,consumers wear cost of trolley loss
20030223,council denies revenue raising over parking fees
20030223,court finds man guilty of gross ingratitude
20030223,cricketers association says warne ban too harsh
20030223,csl defends acquisition investigation
20030223,darwin cleared to play next super 12 match
20030223,davies takes ladies masters
20030223,davison plunders record century
20030223,deadly fire at us rock club whos at fault
20030223,dems to block govts spending cut moves
20030223,differences see beazley stay a backbencher
20030223,downer expects un to back new iraq edict
20030223,downer pushes urgent us talks with north korea
20030223,downer unmoved by iraqi wheat decision
20030223,drought doom turns to flood gloom
20030223,end protest or face the axe zimbabwe players told
20030223,england deserves cup favouritism oneill
20030223,england keep grand slam dreams alive
20030223,england punishes disappointing pakistan
20030223,fake crocs scare off flamingos
20030223,fickle weather again holds up cup racing
20030223,firefighters to continue containment efforts near
20030223,five palestinians die in army crackdown
20030223,flower may play in australia report
20030223,forensic teams struggle to identify us club fire
20030223,former un ambassador criticises howard remarks
20030223,freeman expected to race in melbourne
20030223,gatecrashers blamed for violence at bali thank you
20030223,geelong fights for ring road funding
20030223,govt paper discusses preservation of adelaide
20030223,gunners demolish city as man u stumble
20030223,hampshire chairman calls for review of crickets
